capture_order,priority_tier,list_rank,brand,product_id,handle,title,product_type,category_guess,unit_basis,storefront_url,storefront_sku,ocr_candidate,ocr_candidate_rule,photo_stem,capture_status,capture_date,shop,captured_by,product_name_as_printed,shade_as_printed,item_number_as_printed,barcode_digits,barcode_source,sold_with_carton,net_contents_as_printed,net_contents_location,pack_count,form_as_seen,origin_line_as_printed,photo_front,photo_net_contents,photo_barcode,photo_other,ocr_candidate_confirmed,notes
165,2,105,Milani,6822005604528,highly-rated-anti-gravity-mascara,Highly Rated Anti-Gravity Mascara,,mascara,volume,https://www.milanicosmetics.com/products/highly-rated-anti-gravity-mascara,M0141100001|EMA108-115,,,105_milani_highly-rated-anti-gravity-mascara,,,,,,,,,,,,,,,,,,,,,
166,2,107,Milani,8036518592688,baked-blurring-finishing-powder,Baked Blurring Finishing Powder,,setting_powder,weight,https://www.milanicosmetics.com/products/baked-blurring-finishing-powder,M064100001|M064110001|M064120001|M064130001|M064140001|M064150001|+6 more,,,107_milani_baked-blurring-finishing-powder,,,,,,,,,,,,,,,,,,,,,
167,2,108,Milani,7236193484976,understatement-lipliner-nude-entrance,Understatement Lipliner - Nude Entrance,,lip_liner,weight,https://www.milanicosmetics.com/products/understatement-lipliner-nude-entrance,LML174-110,,,108_milani_understatement-lipliner-nude-entrance,,,,,,,,,,,,,,,,,,,,,
168,2,111,Milani,7701660074160,make-it-last-matte-matte-finish-charcoal-setting-spray-jumbo-size,Make It Last Matte - Matte Finish Charcoal Setting Spray Jumbo Size,,setting_spray,volume,https://www.milanicosmetics.com/products/make-it-last-matte-matte-finish-charcoal-setting-spray-jumbo-size,L151110001,,,111_milani_make-it-last-matte-matte-finish-charcoal-setting-spray-jumbo-size,,,,,,,,,,,,,,,,,,,,,
169,2,113,Milani,6030884470960,no-pore-zone-mattifying-primer,No Pore Zone Mattifying Primer,,primer,volume,https://www.milanicosmetics.com/products/no-pore-zone-mattifying-primer,FPR229-110,,,113_milani_no-pore-zone-mattifying-primer,,,,,,,,,,,,,,,,,,,,,
170,2,114,Milani,6965826093232,gilded-eyeshadow-palettes,Gilded Eyeshadow Palettes,,eyeshadow_palette,weight,https://www.milanicosmetics.com/products/gilded-eyeshadow-palettes,ESK185-140,,,114_milani_gilded-eyeshadow-palettes,,,,,,,,,,,,,,,,,,,,,
171,2,116,Milani,11809813135,conceal-perfect-2-in-1-foundation-concealer,Conceal + Perfect 2-In-1 Foundation + Concealer,,concealer,volume,https://www.milanicosmetics.com/products/conceal-perfect-2-in-1-foundation-concealer,MPCF-0A1|MPCF-0A2|MPCF-0A3|MPCF-00A|MPCF-00AA|MPCF-00B|+39 more,,,116_milani_conceal-perfect-2-in-1-foundation-concealer,,,,,,,,,,,,,,,,,,,,,
172,2,119,Milani,164238131215,conceal-perfect-shine-proof-powder,Conceal + Perfect Shine-Proof Powder,,pressed_powder,weight,https://www.milanicosmetics.com/products/conceal-perfect-shine-proof-powder,MMPP-01|MMPP-02|MMPP-03|MMPP-04|MMPP-05|MMPP-06,,,119_milani_conceal-perfect-shine-proof-powder,,,,,,,,,,,,,,,,,,,,,
173,2,120,Milani,7155256623280,conceal-perfect-liquid-highlighter,Conceal + Perfect Liquid Highlighter,,highlighter,form_dependent,https://www.milanicosmetics.com/products/conceal-perfect-liquid-highlighter,M0031100001|M0031200001|M0031300001|M0031400001,,,120_milani_conceal-perfect-liquid-highlighter,,,,,,,,,,,,,,,,,,,,,
174,2,122,Milani,7965432545456,highly-rated-fan-club-fanning-mascara-1,Highly Rated Fan Club Fanning Mascara,,mascara,volume,https://www.milanicosmetics.com/products/highly-rated-fan-club-fanning-mascara-1,M063110001|M063120001,,,122_milani_highly-rated-fan-club-fanning-mascara-1,,,,,,,,,,,,,,,,,,,,,
175,2,124,Milani,6675539722416,make-it-last-mattifying-setting-powder,Make It Last Mattifying Setting Powder,,setting_powder,weight,https://www.milanicosmetics.com/products/make-it-last-mattifying-setting-powder,FPW165-110,,,124_milani_make-it-last-mattifying-setting-powder,,,,,,,,,,,,,,,,,,,,,
176,2,125,Milani,7390351917232,copy-of-understatement-lipliner,Understatement Lipliner Desert Rose,,lip_liner,weight,https://www.milanicosmetics.com/products/copy-of-understatement-lipliner,LML174-140,,,125_milani_copy-of-understatement-lipliner,,,,,,,,,,,,,,,,,,,,,
177,2,128,Milani,8036507222192,make-it-last-microfine-mist-setting-spray,Make It Last Microfine Mist Setting Spray,,setting_spray,volume,https://www.milanicosmetics.com/products/make-it-last-microfine-mist-setting-spray,M072006001,,,128_milani_make-it-last-microfine-mist-setting-spray,,,,,,,,,,,,,,,,,,,,,
178,2,130,Milani,7694580220080,conceal-perfect-blur-out-smoothing-primer,Conceal + Perfect Blur Out Smoothing Primer,,primer,volume,https://www.milanicosmetics.com/products/conceal-perfect-blur-out-smoothing-primer,M049110001,,,130_milani_conceal-perfect-blur-out-smoothing-primer,,,,,,,,,,,,,,,,,,,,,
179,2,131,Milani,7241259385008,gilded-mini-eyeshadow-palettes,Gilded Mini Eyeshadow Palettes,,eyeshadow_palette,weight,https://www.milanicosmetics.com/products/gilded-mini-eyeshadow-palettes,M0051100001|M0051200001|M0051300001|M0051400001|M0051500001,,,131_milani_gilded-mini-eyeshadow-palettes,,,,,,,,,,,,,,,,,,,,,
180,2,132,Milani,1623311188062,conceal-perfect-longwear-concealer,Conceal + Perfect Longwear Concealer,,concealer,volume,https://www.milanicosmetics.com/products/conceal-perfect-longwear-concealer,MCPC-100|MCPC-105|MCPC-110|MCPC-115|MCPC-120|MCPC-125|+12 more,,,132_milani_conceal-perfect-longwear-concealer,,,,,,,,,,,,,,,,,,,,,
181,2,134,Milani,7241261908144,conceal-perfect-blur-out-powder,Conceal + Perfect Blur Out Powder,,pressed_powder,weight,https://www.milanicosmetics.com/products/conceal-perfect-blur-out-powder,M0100020001|M0101000001,,,134_milani_conceal-perfect-blur-out-powder,,,,,,,,,,,,,,,,,,,,,
182,2,135,Milani,71692255247,stellar-lights-holographic-face-palette,Stellar Lights Highlighter Palette - Rose Glow,,highlighter,form_dependent,https://www.milanicosmetics.com/products/stellar-lights-holographic-face-palette,MSLP-03,,,135_milani_stellar-lights-holographic-face-palette,,,,,,,,,,,,,,,,,,,,,
183,2,137,Milani,7233552810160,highly-rated-mascara,Highly Rated Mascara,,mascara,volume,https://www.milanicosmetics.com/products/highly-rated-mascara,MMC-111,,,137_milani_highly-rated-mascara,,,,,,,,,,,,,,,,,,,,,
184,2,139,Milani,11809814159,color-statement-lipliner,Color Statement Lipliner,,lip_liner,weight,https://www.milanicosmetics.com/products/color-statement-lipliner,MSLN-02|MSLN-03|MSLN-04|MSLN-05|MSLN-08|MSLN-09|+2 more,,,139_milani_color-statement-lipliner,,,,,,,,,,,,,,,,,,,,,
185,2,142,Milani,4294219956318,make-it-last-setting-spray-jumbo-size,Make It Last Original - Natural Finish Setting Spray Jumbo Size,,setting_spray,volume,https://www.milanicosmetics.com/products/make-it-last-setting-spray-jumbo-size,FSP165-01,,,142_milani_make-it-last-setting-spray-jumbo-size,,,,,,,,,,,,,,,,,,,,,
186,2,144,Milani,7088605921456,erase-base-blemish-control-primer,Erase Base Blemish Control Primer,,primer,volume,https://www.milanicosmetics.com/products/erase-base-blemish-control-primer,FPR229-160,,,144_milani_erase-base-blemish-control-primer,,,,,,,,,,,,,,,,,,,,,
187,2,146,Milani,10460022607,strobelight-instant-glow-powder,Strobelight Instant Glow Powder Highlighter,,highlighter,form_dependent,https://www.milanicosmetics.com/products/strobelight-instant-glow-powder,MSGR-01|MSGR-02|MSGR-03,,,146_milani_strobelight-instant-glow-powder,,,,,,,,,,,,,,,,,,,,,
188,2,147,Milani,7390394417328,highly-rated-anti-gravity-mascara-waterproof,Highly Rated Anti-Gravity Waterproof Mascara,,mascara,volume,https://www.milanicosmetics.com/products/highly-rated-anti-gravity-mascara-waterproof,M014120001,,,147_milani_highly-rated-anti-gravity-mascara-waterproof,,,,,,,,,,,,,,,,,,,,,
189,2,148,Milani,4343252320350,understatment-lipliners,Understatement Lipliner,,lip_liner,weight,https://www.milanicosmetics.com/products/understatment-lipliners,LML174-110|LML174-120|LML174-130|LML174-140|LML174-150|LML174-160|+6 more,,,148_milani_understatment-lipliners,,,,,,,,,,,,,,,,,,,,,
190,2,151,Physicians Formula,10034490966325,mineral-wear-diamond-perfector-color-correcting-primer,Mineral Wear® Diamond Perfector™ Color-Correcting Primer,Face Primers,primer,volume,https://www.physiciansformula.com/products/mineral-wear-diamond-perfector-color-correcting-primer,1741617,,,151_physicians_formula_mineral-wear-diamond-perfector-color-correcting-primer,,,,,,,,,,,,,,,,,,,,,
191,2,152,Physicians Formula,10034455347509,powder-paletter-multi-colored-face-powder-buff,Powder Palette® Multi-Colored Face Powder | Buff,Face Powder,pressed_powder,weight,https://www.physiciansformula.com/products/powder-paletter-multi-colored-face-powder-buff,2715,,,152_physicians_formula_powder-paletter-multi-colored-face-powder-buff,,,,,,,,,,,,,,,,,,,,,
192,2,153,Physicians Formula,10034476745013,butter-blowout-mascara-black,Butter Blowout Mascara,Mascaras,mascara,volume,https://www.physiciansformula.com/products/butter-blowout-mascara-black,1711769,,,153_physicians_formula_butter-blowout-mascara-black,,,,,,,,,,,,,,,,,,,,,
193,2,155,Physicians Formula,10034460786997,butter-highlighter-champagne,Murumuru Butter Highlighter | Champagne,Highlighters & Luminizers,highlighter,form_dependent,https://www.physiciansformula.com/products/butter-highlighter-champagne,PF10575,,,155_physicians_formula_butter-highlighter-champagne,,,,,,,,,,,,,,,,,,,,,
194,2,156,Physicians Formula,10034488148277,butter-glow-corrector-lavender,Butter Glow Corrector | Lavender,Foundations & Concealers,concealer,volume,https://www.physiciansformula.com/products/butter-glow-corrector-lavender,1741097,5.6 mL / 0.19 Fl. Oz.,primary,156_physicians_formula_butter-glow-corrector-lavender,,,,,,,,,,,,,,,,,,,,,
195,2,157,Physicians Formula,10034463277365,murumuru-butter-eyeshadow-palette-tropical-days,Murumuru Butter Eyeshadow Palette | Tropical Days,Eye Shadows,eyeshadow_palette,weight,https://www.physiciansformula.com/products/murumuru-butter-eyeshadow-palette-tropical-days,PF10961,,,157_physicians_formula_murumuru-butter-eyeshadow-palette-tropical-days,,,,,,,,,,,,,,,,,,,,,
196,2,158,Physicians Formula,10034463539509,rose-all-stay-illuminating-setting-spray,Rosé All Stay Illuminating Setting Spray,Makeup Finishing Sprays,setting_spray,volume,https://www.physiciansformula.com/products/rose-all-stay-illuminating-setting-spray,PF11043,,,158_physicians_formula_rose-all-stay-illuminating-setting-spray,,,,,,,,,,,,,,,,,,,,,
197,2,161,Physicians Formula,10034457182517,mineral-wear-talc-free-mineral-face-powder-translucent,Mineral Wear® Talc-Free Mineral Face Powder | Translucent,Face Powder,setting_powder,weight,https://www.physiciansformula.com/products/mineral-wear-talc-free-mineral-face-powder-translucent,3835,,,161_physicians_formula_mineral-wear-talc-free-mineral-face-powder-translucent,,,,,,,,,,,,,,,,,,,,,
198,2,163,Physicians Formula,10367036916021,bronze-booster-sun-grip-glow-activated-bronzing-primer,Bronze Booster™ Sun Grip Glow Activated Bronzing Primer,Self Tanner,primer,volume,https://www.physiciansformula.com/products/bronze-booster-sun-grip-glow-activated-bronzing-primer,17850089,,,163_physicians_formula_bronze-booster-sun-grip-glow-activated-bronzing-primer,,,,,,,,,,,,,,,,,,,,,
199,2,164,Physicians Formula,10034487296309,mineral-wear-diamond-dust-luminous-gleam,Mineral Wear® Diamond Dust | Luminous Gleam,Face Powder,pressed_powder,weight,https://www.physiciansformula.com/products/mineral-wear-diamond-dust-luminous-gleam,1741112,,,164_physicians_formula_mineral-wear-diamond-dust-luminous-gleam,,,,,,,,,,,,,,,,,,,,,
200,2,165,Physicians Formula,10034488246581,butter-bronzer-mascara,Butter Bronzer Mascara,Mascaras,mascara,volume,https://www.physiciansformula.com/products/butter-bronzer-mascara,1712960,,,165_physicians_formula_butter-bronzer-mascara,,,,,,,,,,,,,,,,,,,,,
201,2,167,Physicians Formula,10034458591541,powder-paletter-mineral-glow-pearls-light-bronze,Powder Palette® Mineral Glow Pearls | Bronze,Highlighters & Luminizers,highlighter,form_dependent,https://www.physiciansformula.com/products/powder-paletter-mineral-glow-pearls-light-bronze,7043,,,167_physicians_formula_powder-paletter-mineral-glow-pearls-light-bronze,,,,,,,,,,,,,,,,,,,,,
202,2,168,Physicians Formula,10366940840245,mineral-wear-r-diamond-perfector-illuminator-concealer-fair-to-light,Mineral Wear® Diamond Perfector Illuminator & Concealer- Fair-to-Light,Face Serums,concealer,volume,https://www.physiciansformula.com/products/mineral-wear-r-diamond-perfector-illuminator-concealer-fair-to-light,17410080,,,168_physicians_formula_mineral-wear-r-diamond-perfector-illuminator-concealer-fair-to-light,,,,,,,,,,,,,,,,,,,,,
203,2,169,Physicians Formula,10034463310133,murumuru-butter-eyeshadow-palette-sultry-nights,Murumuru Butter Eyeshadow Palette | Sultry Nights,Eye Shadows,eyeshadow_palette,weight,https://www.physiciansformula.com/products/murumuru-butter-eyeshadow-palette-sultry-nights,PF10962,,,169_physicians_formula_murumuru-butter-eyeshadow-palette-sultry-nights,,,,,,,,,,,,,,,,,,,,,
204,2,170,Physicians Formula,10034483659061,mineral-wear-diamond-setter,Mineral Wear® Diamond Setter™,Makeup Finishing Sprays,setting_spray,volume,https://www.physiciansformula.com/products/mineral-wear-diamond-setter,1712798,,,170_physicians_formula_mineral-wear-diamond-setter,,,,,,,,,,,,,,,,,,,,,
205,2,173,Physicians Formula,10034455609653,powder-paletter-multi-colored-face-powder-translucent,Powder Palette® Multi-Colored Face Powder | Translucent,Face Powder,setting_powder,weight,https://www.physiciansformula.com/products/powder-paletter-multi-colored-face-powder-translucent,1640,,,173_physicians_formula_powder-paletter-multi-colored-face-powder-translucent,,,,,,,,,,,,,,,,,,,,,
206,2,175,Physicians Formula,10034490835253,mineral-wear-diamond-dust-luminous-corrector,Mineral Wear® Diamond Dust | Luminous Corrector,Face Powder,pressed_powder,weight,https://www.physiciansformula.com/products/mineral-wear-diamond-dust-luminous-corrector,1713029,,,175_physicians_formula_mineral-wear-diamond-dust-luminous-corrector,,,,,,,,,,,,,,,,,,,,,
207,2,176,Physicians Formula,10034480349493,physicians-formula-mineral-wear-diamond-mascara-clear-diamond,Mineral Wear Diamond Mascara | Clear Diamond,Mascaras,mascara,volume,https://www.physiciansformula.com/products/physicians-formula-mineral-wear-diamond-mascara-clear-diamond,1711954,,,176_physicians_formula_physicians-formula-mineral-wear-diamond-mascara-clear-diamond,,,,,,,,,,,,,,,,,,,,,
208,2,178,Physicians Formula,10367019876661,butter-glow-go-contour-stick-medium-deep,Butter Glow & Go™ Contour Stick - Medium-Deep,Highlighters & Luminizers,highlighter,form_dependent,https://www.physiciansformula.com/products/butter-glow-go-contour-stick-medium-deep,17430075,,,178_physicians_formula_butter-glow-go-contour-stick-medium-deep,,,,,,,,,,,,,,,,,,,,,
209,2,179,Physicians Formula,10034432868661,gentle-coverr-yellow,Gentle Cover® | Yellow,Foundations & Concealers,concealer,volume,https://www.physiciansformula.com/products/gentle-coverr-yellow,PF837,,,179_physicians_formula_gentle-coverr-yellow,,,,,,,,,,,,,,,,,,,,,
210,2,182,Physicians Formula,10034456985909,mineral-wear-talc-free-mineral-airbrushing-pressed-powder-translucent,Mineral Wear® Talc-Free Mineral Airbrushing Pressed Powder | Translucent,Face Powder,setting_powder,weight,https://www.physiciansformula.com/products/mineral-wear-talc-free-mineral-airbrushing-pressed-powder-translucent,7586,,,182_physicians_formula_mineral-wear-talc-free-mineral-airbrushing-pressed-powder-translucent,,,,,,,,,,,,,,,,,,,,,
211,2,184,Physicians Formula,10034483626293,butter-glow-pressed-powder-2,Butter Glow Pressed Powder | Natural Glow,Face Powder,pressed_powder,weight,https://www.physiciansformula.com/products/butter-glow-pressed-powder-2,1712796,,,184_physicians_formula_butter-glow-pressed-powder-2,,,,,,,,,,,,,,,,,,,,,
212,2,185,Physicians Formula,10034467832117,2019-orgainc-wear-fake-out-mascara-black,Organic Wear Fake Out Mascara,Mascaras,mascara,volume,https://www.physiciansformula.com/products/2019-orgainc-wear-fake-out-mascara-black,1711313,,,185_physicians_formula_2019-orgainc-wear-fake-out-mascara-black,,,,,,,,,,,,,,,,,,,,,
213,2,187,Physicians Formula,10034481135925,murumuru-lets-toast-highlighter,Let's Toast Highlighter,Highlighters & Luminizers,highlighter,form_dependent,https://www.physiciansformula.com/products/murumuru-lets-toast-highlighter,1712358,,,187_physicians_formula_murumuru-lets-toast-highlighter,,,,,,,,,,,,,,,,,,,,,
214,2,188,Physicians Formula,10034475860277,butter-believe-it-foundation-concealer-medium-to-tan,Butter Believe It! Foundation + Concealer | Medium-to-Tan,Foundations & Concealers,concealer,volume,https://www.physiciansformula.com/products/butter-believe-it-foundation-concealer-medium-to-tan,1711760,,,188_physicians_formula_butter-believe-it-foundation-concealer-medium-to-tan,,,,,,,,,,,,,,,,,,,,,
215,2,191,Physicians Formula,10034463670581,physicians-formula-mineral-wear-loose-powder-translucent-light,Mineral Wear Loose Powder | Translucent Light,Face Powder,setting_powder,weight,https://www.physiciansformula.com/products/physicians-formula-mineral-wear-loose-powder-translucent-light,PF10948,,,191_physicians_formula_physicians-formula-mineral-wear-loose-powder-translucent-light,,,,,,,,,,,,,,,,,,,,,
216,2,193,Physicians Formula,10034457313589,mineral-wear-talc-free-mineral-pressed-face-powder-creamy-natural,Mineral Wear® Talc Free Mineral Pressed Face Powder | Creamy Natural,Face Powder,pressed_powder,weight,https://www.physiciansformula.com/products/mineral-wear-talc-free-mineral-pressed-face-powder-creamy-natural,2413,,,193_physicians_formula_mineral-wear-talc-free-mineral-pressed-face-powder-creamy-natural,,,,,,,,,,,,,,,,,,,,,
217,2,194,Physicians Formula,10034467766581,2019-organic-wear-natural-origin-mascara-black,Organic Wear Natural Origin Mascara,Mascaras,mascara,volume,https://www.physiciansformula.com/products/2019-organic-wear-natural-origin-mascara-black,1711311,,,194_physicians_formula_2019-organic-wear-natural-origin-mascara-black,,,,,,,,,,,,,,,,,,,,,
218,2,195,Physicians Formula,10034457706805,bronze-booster-highlight-contour-palette-shimmer-glow-palette,Bronze Booster Highlight & Contour Palette | Shimmer Strobing,Highlighters & Luminizers,highlighter,form_dependent,https://www.physiciansformula.com/products/bronze-booster-highlight-contour-palette-shimmer-glow-palette,6809,,,195_physicians_formula_bronze-booster-highlight-contour-palette-shimmer-glow-palette,,,,,,,,,,,,,,,,,,,,,
219,2,196,Physicians Formula,10034483265845,butter-glow-concealer-3,Butter Glow Concealer | Medium-to-Tan,Foundations & Concealers,concealer,volume,https://www.physiciansformula.com/products/butter-glow-concealer-3,1712794,,,196_physicians_formula_butter-glow-concealer-3,,,,,,,,,,,,,,,,,,,,,
220,2,199,Physicians Formula,10034463768885,mineral-wear-loose-powder-creamy-natural,Mineral Wear Loose Powder | Creamy Natural,Face Powder,setting_powder,weight,https://www.physiciansformula.com/products/mineral-wear-loose-powder-creamy-natural,PF10949,,,199_physicians_formula_mineral-wear-loose-powder-creamy-natural,,,,,,,,,,,,,,,,,,,,,
221,2,202,Wet n Wild,10300629483794,chameleon-chrome-all-over-glitter-mist-milkier-way,Chameleon Chrome All Over Glitter Mist | Milkier Way,Makeup Finishing Sprays,setting_spray,volume,https://www.wetnwildbeauty.com/products/chameleon-chrome-all-over-glitter-mist-milkier-way,11850845,65 mL / 2.2 FL. OZ.,primary,202_wet_n_wild_chameleon-chrome-all-over-glitter-mist-milkier-way,,,,,,,,,,,,,,,,,,,,,
222,2,203,Wet n Wild,10099446317330,bare-focus-niacinamide-skin-tint-fair-light-beige,Bare Focus Niacinamide Skin Tint | Fair Light Beige,Foundations & Concealers,concealer,volume,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-fair-light-beige,1116088,32 mL / 1.08 FL. OZ.,primary,203_wet_n_wild_bare-focus-niacinamide-skin-tint-fair-light-beige,,,,,,,,,,,,,,,,,,,,,
223,2,204,Wet n Wild,10099389333778,breakup-proof-waterproof-retractable-gel-eyeliner-charcoal,Breakup Proof Waterproof Retractable Gel Eyeliner | Charcoal,Eye Primers,primer,volume,https://www.wetnwildbeauty.com/products/breakup-proof-waterproof-retractable-gel-eyeliner-charcoal,1115501,NET WT / POIDS NET 0.23 g / 0.008 OZ.,primary,204_wet_n_wild_breakup-proof-waterproof-retractable-gel-eyeliner-charcoal,,,,,,,,,,,,,,,,,,,,,
224,2,207,Wet n Wild,10099340673298,big-poppa-mascara,Big Poppa Mascara,Mascaras,mascara,volume,https://www.wetnwildbeauty.com/products/big-poppa-mascara,1111875,,,207_wet_n_wild_big-poppa-mascara,,,,,,,,,,,,,,,,,,,,,
225,2,208,Wet n Wild,10099275497746,perfect-pout-gel-lip-liner-bare-to-comment,Perfect Pout Gel Lip Liner | Bare To Comment,Lip Liners,lip_liner,weight,https://www.wetnwildbeauty.com/products/perfect-pout-gel-lip-liner-bare-to-comment,651B,,,208_wet_n_wild_perfect-pout-gel-lip-liner-bare-to-comment,,,,,,,,,,,,,,,,,,,,,
226,2,209,Wet n Wild,10099500187922,photo-focus-loose-setting-powder-soft-pink,Photo Focus Loose Setting Powder | Soft Pink,Face Powder,setting_powder,weight,https://www.wetnwildbeauty.com/products/photo-focus-loose-setting-powder-soft-pink,1116513,,,209_wet_n_wild_photo-focus-loose-setting-powder-soft-pink,,,,,,,,,,,,,,,,,,,,,
227,2,211,Wet n Wild,10099502186770,powder-puff,Powder Puff,Makeup Sponges,pressed_powder,weight,https://www.wetnwildbeauty.com/products/powder-puff,1116708,,,211_wet_n_wild_powder-puff,,,,,,,,,,,,,,,,,,,,,
228,2,213,Wet n Wild,10099490259218,chrome-highlighter-venus-swing,Chameleon Chrome Highlighter | Venus Swing,Highlighters & Luminizers,highlighter,form_dependent,https://www.wetnwildbeauty.com/products/chrome-highlighter-venus-swing,11432054,,,213_wet_n_wild_chrome-highlighter-venus-swing,,,,,,,,,,,,,,,,,,,,,
229,2,216,Wet n Wild,10099284410642,photo-focus-matte-setting-spray-matte-appeal,Photo Focus Matte Setting Spray | Matte Appeal,Makeup Finishing Sprays,setting_spray,volume,https://www.wetnwildbeauty.com/products/photo-focus-matte-setting-spray-matte-appeal,772,,,216_wet_n_wild_photo-focus-matte-setting-spray-matte-appeal,,,,,,,,,,,,,,,,,,,,,
230,2,217,Wet n Wild,10099433734418,bare-focus-niacinamide-skin-tint-deep,Bare Focus Niacinamide Skin Tint | Deep,Foundations & Concealers,concealer,volume,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-deep,1116325,,,217_wet_n_wild_bare-focus-niacinamide-skin-tint-deep,,,,,,,,,,,,,,,,,,,,,
231,2,218,Wet n Wild,10099263832338,photo-focus-matte-face-primer-partners-in-prime,Photo Focus Matte Face Primer,Face Primers,primer,volume,https://www.wetnwildbeauty.com/products/photo-focus-matte-face-primer-partners-in-prime,850,,,218_wet_n_wild_photo-focus-matte-face-primer-partners-in-prime,,,,,,,,,,,,,,,,,,,,,
232,2,221,Wet n Wild,10099440025874,so-defined-volumizing-defining-mascara,So Defined Volumizing + Defining Mascara,Mascaras,mascara,volume,https://www.wetnwildbeauty.com/products/so-defined-volumizing-defining-mascara,1116145,,,221_wet_n_wild_so-defined-volumizing-defining-mascara,,,,,,,,,,,,,,,,,,,,,
233,2,222,Wet n Wild,10293980201234,color-icon-lipliner-pencil-brandy-wine-copy,Color Icon Lipliner Pencil | Brandy Wine,Lip Liners,lip_liner,weight,https://www.wetnwildbeauty.com/products/color-icon-lipliner-pencil-brandy-wine-copy,666,,,222_wet_n_wild_color-icon-lipliner-pencil-brandy-wine-copy,,,,,,,,,,,,,,,,,,,,,
234,2,223,Wet n Wild,10099361218834,bare-focus-clarifying-finishing-powder-medium-tan,Bare Focus Clarifying Finishing Powder | Medium-Tan,Face Powder,setting_powder,weight,https://www.wetnwildbeauty.com/products/bare-focus-clarifying-finishing-powder-medium-tan,1114481,,,223_wet_n_wild_bare-focus-clarifying-finishing-powder-medium-tan,,,,,,,,,,,,,,,,,,,,,
235,2,226,Wet n Wild,10099282739474,megaglo-makeup-stick-you-re-a-natural,MegaGlo Vitamin E Makeup Stick | You're A Natural,Highlighters & Luminizers,highlighter,form_dependent,https://www.wetnwildbeauty.com/products/megaglo-makeup-stick-you-re-a-natural,809,,,226_wet_n_wild_megaglo-makeup-stick-you-re-a-natural,,,,,,,,,,,,,,,,,,,,,
236,2,229,Wet n Wild,10099443728658,photo-focus-natural-finish-setting-mist,Photo Focus Natural Finish Setting Mist,Makeup Finishing Sprays,setting_spray,volume,https://www.wetnwildbeauty.com/products/photo-focus-natural-finish-setting-mist,1116100,,,229_wet_n_wild_photo-focus-natural-finish-setting-mist,,,,,,,,,,,,,,,,,,,,,
237,2,230,Wet n Wild,10099434291474,bare-focus-niacinamide-skin-tint-deep-tan,Bare Focus Niacinamide Skin Tint | Deep Tan,Foundations & Concealers,concealer,volume,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-deep-tan,1116326,,,230_wet_n_wild_bare-focus-niacinamide-skin-tint-deep-tan,,,,,,,,,,,,,,,,,,,,,
238,2,231,Wet n Wild,10099437109522,impossible-primer-stick,Impossible Primer Stick,Face Primers,primer,volume,https://www.wetnwildbeauty.com/products/impossible-primer-stick,1116103,,,231_wet_n_wild_impossible-primer-stick,,,,,,,,,,,,,,,,,,,,,
239,2,234,Wet n Wild,10099258884370,color-icon-lipliner-plumberry,Color Icon Lipliner | Plumberry,Lip Liners,lip_liner,weight,https://www.wetnwildbeauty.com/products/color-icon-lipliner-plumberry,715,,,234_wet_n_wild_color-icon-lipliner-plumberry,,,,,,,,,,,,,,,,,,,,,
240,2,237,Wet n Wild,10099273171218,megaglo-highlighting-powder-bloom-time,MegaGlo Highlighting Powder | Bloom Time,Highlighters & Luminizers,highlighter,form_dependent,https://www.wetnwildbeauty.com/products/megaglo-highlighting-powder-bloom-time,335A,,,237_wet_n_wild_megaglo-highlighting-powder-bloom-time,,,,,,,,,,,,,,,,,,,,,
241,2,240,Wet n Wild,10183565213970,kelp-shake-dual-phase-setting-mist,KELP SHAKE DUAL PHASE SETTING MIST,Makeup Finishing Sprays,setting_spray,volume,https://www.wetnwildbeauty.com/products/kelp-shake-dual-phase-setting-mist,11460435,,,240_wet_n_wild_kelp-shake-dual-phase-setting-mist,,,,,,,,,,,,,,,,,,,,,
242,2,241,Wet n Wild,10099439567122,photo-focus-care-color-corrector-white,Photo Focus Care Color Corrector | White,Foundations & Concealers,concealer,volume,https://www.wetnwildbeauty.com/products/photo-focus-care-color-corrector-white,1116104,,,241_wet_n_wild_photo-focus-care-color-corrector-white,,,,,,,,,,,,,,,,,,,,,
243,2,244,Wet n Wild,10301816865042,perfect-pout-lip-liner-stain-pretty-in-nude,Perfect Pout Lip Liner Stain | Pretty in Nude,Lip Liners,lip_liner,weight,https://www.wetnwildbeauty.com/products/perfect-pout-lip-liner-stain-pretty-in-nude,11650855,,,244_wet_n_wild_perfect-pout-lip-liner-stain-pretty-in-nude,,,,,,,,,,,,,,,,,,,,,
244,2,247,Wet n Wild,10281056731410,chameleon-chrome-highlighter-aurora-glaze,Chameleon Chrome Highlighter | Aurora Glaze,Highlighters,highlighter,form_dependent,https://www.wetnwildbeauty.com/products/chameleon-chrome-highlighter-aurora-glaze,11430591,,,247_wet_n_wild_chameleon-chrome-highlighter-aurora-glaze,,,,,,,,,,,,,,,,,,,,,
