list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
119,19,Milani,164238131215,conceal-perfect-shine-proof-powder,Conceal + Perfect Shine-Proof Powder,,pressed_powder,pressed_powder <- 'powder' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-shine-proof-powder,30,https://cdn.shopify.com/s/files/1/1824/2901/files/1_Conceal_Perfect_ShineProofPowder_01_PDP_PoductWithSwatch_80bd5c22-acf6-4c8b-a380-56064f773d68.png?v=1740514496|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PShine-ProofPowder_PDP_BA_Medium_3c0dd91a-05dc-4039-ae4d-9cf49b6b1119.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PShine-ProofPowder_PDP_BA_Light_d77b040f-7554-4ef6-9e8b-9e8e3d139534.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/6_C_PShine-ProofPowder_PDP_Infographic_3d97fa6a-cb34-4dc5-849b-da2d6f38ded2.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/7_Conceal_Perfect_ShineProofPowder_01_PDP_OpenPoduct_2716ef94-1212-46e5-b1ed-0c2d848666a8.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/8_Conceal_Perfect_ShineProofPowder_01_PDP_Packaging_5319acfc-f16e-4bcd-bd31-9346a8d6ab31.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/10_Conceal_Perfect_ShineProofPowder_01_PDP_ClosedPoduct_6461d4a3-3d2e-46fe-9148-4ccd31d01f59.png?v=1740516293|https://cdn.shopify.com/s/files/1/1824/2901/files/1_Conceal_Perfect_ShineProofPowder_02_PDP_PoductWithSwatch_9408a7de-2b14-40de-8b47-fbe96e3ca4d5.png?v=1740516293,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
120,20,Milani,7155256623280,conceal-perfect-liquid-highlighter,Conceal + Perfect Liquid Highlighter,,highlighter,highlighter <- 'highlight' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-liquid-highlighter,32,https://cdn.shopify.com/s/files/1/1824/2901/products/Facelift_Highlighter_01_Lunar_PDP_Product_Swatch.png?v=1659569799|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_facelift_4x5_Thumbnail_cda9587d-3cda-4844-882c-f2d44e27ced9.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/3_C_PLiquidHighlighter_PDP_Stylized.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/Facelift_PDP_B_A_Model1_1_d46ac4b4-6675-4193-af9f-c42b6ab83d74.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/5_Facelift_PDP_ArmSwatch_2116e889-9308-46d3-b270-46236b6c628f.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/6_C_PLiquidHighlighter_PDP_Infographic.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/Facelift_Highlighter_01_Lunar_PDP_Product_Open.png?v=1686249807|https://cdn.shopify.com/s/files/1/1824/2901/products/8_C_PFacelift_Highlighter_01_PDP_packaging.png?v=1686249807,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
121,21,Milani,11798771663,amore-matte-lip-creme,Amore Matte Lip Crème,,liquid_lipstick,liquid_lipstick <- 'lip crème' in product_type|title,https://www.milanicosmetics.com/products/amore-matte-lip-creme,113,https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_10_1.png?v=1570125096|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_10_3.png?v=1586292103|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_10_2.png?v=1586292103|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_11_1.png?v=1570125096|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_11_2.png?v=1570125096|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_11_3.png?v=1570125096|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_12_1.png?v=1570125096|https://cdn.shopify.com/s/files/1/1824/2901/products/MALC_AmoreMatte_12_2.png?v=1570125096,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
122,22,Milani,7965432545456,highly-rated-fan-club-fanning-mascara-1,Highly Rated Fan Club Fanning Mascara,,mascara,mascara <- 'mascara' in product_type|title,https://www.milanicosmetics.com/products/highly-rated-fan-club-fanning-mascara-1,22,https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_FanClub_110_PDP_ProductWithSwatch_1.png?v=1764980432|https://cdn.shopify.com/s/files/1/1824/2901/files/PDP_video_fanclub-mascara_4x5_THUMBNAIL.png?v=1765116614|https://cdn.shopify.com/s/files/1/1824/2901/files/6_HR-Fan-Club-Mascara_PDP_Infographic_What-it-is.png?v=1765116614|https://cdn.shopify.com/s/files/1/1824/2901/files/4_HR-Fan-Club-Mascara_PDP_Layering_1.jpg?v=1780596414|https://cdn.shopify.com/s/files/1/1824/2901/files/Claims.png?v=1765116614|https://cdn.shopify.com/s/files/1/1824/2901/files/Hero_Image.png?v=1765116614|https://cdn.shopify.com/s/files/1/1824/2901/files/Wand.png?v=1765116614|https://cdn.shopify.com/s/files/1/1824/2901/files/Black.png?v=1765116614,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
123,23,Milani,11809813711,rose-powder-blush,Rose Powder Blush,,powder_blush,powder_blush <- 'blush' in product_type|title,https://www.milanicosmetics.com/products/rose-powder-blush,48,https://cdn.shopify.com/s/files/1/1824/2901/products/1_RosePowderBlush_01_PDP_ProductWithSwatch.png?v=1680718397|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_roseblush_THUMBNAIL_4x5_2d917dba-8249-46c4-8786-bf1dbdd1cec7.jpg?v=1683918792|https://cdn.shopify.com/s/files/1/1824/2901/products/3_RosePowderBlush_PDP_Stylized.png?v=1683918792|https://cdn.shopify.com/s/files/1/1824/2901/products/6_RosePowderBlush_PDP_Infographic.png?v=1683918792|https://cdn.shopify.com/s/files/1/1824/2901/products/1_RosePowderBlush_05_PDP_ProductWithSwatch.png?v=1683918792|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_roseblush_THUMBNAIL_4x5_05.jpg?v=1683919288|https://cdn.shopify.com/s/files/1/1824/2901/products/3_RosePowderBlush_PDP_Stylized_22a89e69-0e57-41d5-89ad-6ad93a8f762b.png?v=1683919288|https://cdn.shopify.com/s/files/1/1824/2901/products/6_RosePowderBlush_PDP_Infographic_22fd16e8-ed5f-4bec-be5b-9dbfe7ad6215.png?v=1683919288,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
124,24,Milani,6675539722416,make-it-last-mattifying-setting-powder,Make It Last Mattifying Setting Powder,,setting_powder,setting_powder <- 'setting powder' in product_type|title,https://www.milanicosmetics.com/products/make-it-last-mattifying-setting-powder,8,https://cdn.shopify.com/s/files/1/1824/2901/files/1_MakeItLast_SettingPowder_110_PDP_PoductWithSwatch.png?v=1687828080|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_MILsettingpowder_4x5THUMBNAIL.png?v=1688594179|https://cdn.shopify.com/s/files/1/1824/2901/files/3_MakeItLastMattifyingSettingPowder_PDP_Stylized.png?v=1688594179|https://cdn.shopify.com/s/files/1/1824/2901/files/4_MakeItLastMattifyingSettingPowder_PDP_BA.png?v=1688594179|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MakeItLastMattifyingSettingPowder_PDP_Infographic_c6aa5b1d-7fd1-46ab-a938-a0493c89cb03.png?v=1728489418|https://cdn.shopify.com/s/files/1/1824/2901/products/FPW165_MakeitlastSettingPowder_PDP_1_1.png?v=1688594179|https://cdn.shopify.com/s/files/1/1824/2901/files/8_MakeItLast_SettingPowder_110_PDP_Packaging.png?v=1688594179|https://cdn.shopify.com/s/files/1/1824/2901/products/FPW165_MakeitlastSettingPowder_PDP_2_1.png?v=1688594179,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
125,25,Milani,7390351917232,copy-of-understatement-lipliner,Understatement Lipliner Desert Rose,,lip_liner,lip_liner <- 'lipliner' in product_type|title,https://www.milanicosmetics.com/products/copy-of-understatement-lipliner,8,https://cdn.shopify.com/s/files/1/1824/2901/files/1_Understatement_Lipliner_140_PDP_PoductWithSwatch_5c5e8869-3474-4861-8c21-dbd6f2c3f173.png?v=1697502930|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_understatement-lipliner_4x5_THUMBNAIL_d5e94a0c-eae7-44cb-ba68-bd66765253a8.jpg?v=1697502930|https://cdn.shopify.com/s/files/1/1824/2901/files/4_UnderstatementLipLiner_PDP_Quad_140-DESERT-ROSE_ceb5d956-24cb-40bc-b28b-787a93126134.png?v=1697502931|https://cdn.shopify.com/s/files/1/1824/2901/files/5_UnderstatementLipLiner_PDP_PaperSwatch_bedc5659-624c-4c3b-8d97-d5a8c8f2fda1.png?v=1697502932|https://cdn.shopify.com/s/files/1/1824/2901/files/6_UnderstatementLipLiner_PDP_Infographic_22ec4936-384d-4ac3-9dad-3d28952bf1e5.png?v=1697502932|https://cdn.shopify.com/s/files/1/1824/2901/files/7_Understatement_Lipliner_140_PDP_OpenPoduct_5b903f61-3b01-4e2f-ab36-e785b37a1966.png?v=1697502932|https://cdn.shopify.com/s/files/1/1824/2901/files/8_Understatement_Lipliner_140_PDP_packaging_1d1cf0f3-7f60-4fed-8d6b-b19da74a2262.png?v=1697502933|https://cdn.shopify.com/s/files/1/1824/2901/files/10_Understatement_Lipliner_140_PDP_ClosedPoduct_3a07f303-89b4-473f-b307-f6920f407749.png?v=1697502934,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
126,26,Milani,11809811983,color-statement-lipstick,Color Statement Lipstick,,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.milanicosmetics.com/products/color-statement-lipstick,133,https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_Lipstick_03_PDP_ProductWithSwatch.png?v=1687972086|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_colorstatementlipstick-original_matte_4x5_THUMBNAIL.png?v=1688574374|https://cdn.shopify.com/s/files/1/1824/2901/files/3_ColorStatementLipstick_PDP_Stylized.png?v=1688574374|https://cdn.shopify.com/s/files/1/1824/2901/files/4_ColorStatementLipstick_PDP_Quad.png?v=1688574374|https://cdn.shopify.com/s/files/1/1824/2901/files/5_ColorStatementLipstick_PDP_Arm_2a20baff-230c-4694-a6e2-abba54e2d28b.png?v=1688574374|https://cdn.shopify.com/s/files/1/1824/2901/files/6_ColorStatementLipstick_PDP_Infographic.jpg?v=1756333404|https://cdn.shopify.com/s/files/1/1824/2901/files/7_ColorStatement_Lipstick_03_PDP_OpenProduct.png?v=1756844850|https://cdn.shopify.com/s/files/1/1824/2901/files/8_ColorStatement_Lipstick_03_PDP_Packaging.png?v=1756844850,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
127,27,Milani,8091229552816,highly-rated-diamond-lip-gloss-sca_clone_freegift,🎁 Highly Rated Diamond Lip Gloss (100% off),,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.milanicosmetics.com/products/highly-rated-diamond-lip-gloss-sca_clone_freegift,2,https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_DiamondGloss_100_PDP_PoductWithSwatch_7b94d635-4fc0-42f3-ba4a-627b2e0fc246.png?v=1785273904|https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_DiamondGloss_100_PDP_PoductWithSwatch_5c8950f9-1fd4-45aa-b271-e25017c7144e.png?v=1785273906,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
128,28,Milani,8036507222192,make-it-last-microfine-mist-setting-spray,Make It Last Microfine Mist Setting Spray,,setting_spray,setting_spray <- 'setting spray' in product_type|title,https://www.milanicosmetics.com/products/make-it-last-microfine-mist-setting-spray,11,https://cdn.shopify.com/s/files/1/1824/2901/files/1_MakeItLast_MicrofineMist_06_PDP_PoductWithSwatch.png?v=1778616244|https://cdn.shopify.com/s/files/1/1824/2901/files/PDP_video_microfinemist_4x5_THUMBNAIL.jpg?v=1778616370|https://cdn.shopify.com/s/files/1/1824/2901/files/3_MILMicrofineMist_PDP_Stylized_Model.png?v=1778616244|https://cdn.shopify.com/s/files/1/1824/2901/files/3_MILMicrofineMist_PDP_Stylized_Product.png?v=1778616244|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MILMicrofineMist_PDP_Infographic_Benefits.png?v=1778616244|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MILMicrofineMist_PDP_Infographic_Claims.png?v=1778616244|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MILMicrofineMist_PDP_Infographic_Ingredients.png?v=1778616245|https://cdn.shopify.com/s/files/1/1824/2901/files/6_MILMicrofineMist_PDP_Infographic_MakeItLastCollection.png?v=1778616244,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
129,29,Milani,4343275257950,the-clear-brow,The Clear Brow,,brow,brow <- 'brow' in product_type|title,https://www.milanicosmetics.com/products/the-clear-brow,7,https://cdn.shopify.com/s/files/1/1824/2901/products/Clear_Brow_Gel_Closed_PDP.png?v=1577493736|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_theclearbrow_4x5_THUMBNAIL.png?v=1688601627|https://cdn.shopify.com/s/files/1/1824/2901/files/3_TheClearBrow_PDP_Stylized.png?v=1688601627|https://cdn.shopify.com/s/files/1/1824/2901/files/6_TheClearBrow_PDP_Infographic_caf21328-2d9a-42c5-a67b-a6a246bce7ae.png?v=1721418050|https://cdn.shopify.com/s/files/1/1824/2901/products/Clear_Brow_Gel_Open_PDP.png?v=1721418057|https://cdn.shopify.com/s/files/1/1824/2901/products/7_TheClearBrow_110_PDP_Packaging_1.png?v=1721418057|https://cdn.shopify.com/s/files/1/1824/2901/files/10_ClearBrow_110_PDP_ClosedPoduct.png?v=1721418057,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
130,30,Milani,7694580220080,conceal-perfect-blur-out-smoothing-primer,Conceal + Perfect Blur Out Smoothing Primer,,primer,primer <- 'primer' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-blur-out-smoothing-primer,12,https://cdn.shopify.com/s/files/1/1824/2901/files/1_BlurOut_SoothingPrimer_110_PDP_PoductWithSwatch.png?v=1724433517|https://cdn.shopify.com/s/files/1/1824/2901/files/PDP_VIDEO_BLUROUT-PRIMER_4x5_THUMBNAIL.png?v=1724433649|https://cdn.shopify.com/s/files/1/1824/2901/files/3_C_PBlurOutPrimer_PDP_Stylized.png?v=1724433519|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PBlurOutPrimer_PDP_BA_Deep.png?v=1724433516|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PBlurOutPrimer_PDP_BA_Deep-claims_0e8f62f1-93d6-4895-bf83-7d49a1f961ef.png?v=1749078669|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PBlurOutPrimer_PDP_BA_Light.png?v=1749078669|https://cdn.shopify.com/s/files/1/1824/2901/files/6_C_PBlurOutPrimer_PDP_Infographic_Comparison.png?v=1749078669|https://cdn.shopify.com/s/files/1/1824/2901/files/6_C_PBlurOutPrimer_PDP_Infographic_Comparison2.jpg?v=1749078669,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
131,31,Milani,7241259385008,gilded-mini-eyeshadow-palettes,Gilded Mini Eyeshadow Palettes,,eyeshadow_palette,eyeshadow_palette <- 'eyeshadow palette' in product_type|title,https://www.milanicosmetics.com/products/gilded-mini-eyeshadow-palettes,42,https://cdn.shopify.com/s/files/1/1824/2901/products/1_GildedMini_EyeshadowPalette_WhiskeyBusiess_PDP_ClosedWithSwatches.png?v=1672784383|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_gildedminipalettes_THUMBNAIL_4X5_ef480553-81b0-4608-8cf0-abd53df9ed76.png?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/products/1_GildedMini_EyeshadowPalette_It_sAllRose_PDP_ClosedWithSwatches.png?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/products/1_GildedMini_EyeshadowPalette_ChampagneProblems_PDP_ClosedWithSwatches.png?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/products/1_GildedMini_EyeshadowPalette_TheWineDown_PDP_ClosedWithSwatches.png?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/products/1_GildedMini_EyeshadowPalette_CallMeOldFashioned_PDP_ClosedWithSwatches.png?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_gildedminipalettes_THUMBNAIL_4X5_5b057b3f-5716-40db-943c-8bf0cc524a2c.jpg?v=1689648540|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_gildedminipalettes_THUMBNAIL_4X5_bc53bd07-7393-42a9-803c-06259e055730.jpg?v=1689648540,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
132,32,Milani,1623311188062,conceal-perfect-longwear-concealer,Conceal + Perfect Longwear Concealer,,concealer,concealer <- 'concealer' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-longwear-concealer,135,https://cdn.shopify.com/s/files/1/1824/2901/files/1_Conceal_Perfect_Concealer_105_PDP_PoductWithSwatch.png?v=1688053472|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_C_Pconcealer_4x5_THUMBNAIL.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/3_C_PLongWearConcealer_PDP_Stylized.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PLongWearConcealer_PDP_BA_Deep.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PLongWearConcealer_PDP_BA_LIGHT.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_PLongWearConcealer_PDP_BA_MEDIUM_e6fd7f47-9923-46a3-a66c-07c26e206864.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/5_C_PLongWearConcealer_PDP_Arm.png?v=1688575749|https://cdn.shopify.com/s/files/1/1824/2901/files/6_C_PLongWearConcealer_PDP_Infographic.png?v=1688575749,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
133,33,Milani,1594921451614,silky-matte-bronzing-powder,Silky Matte Bronzing Powder,,bronzer,bronzer <- 'bronzing' in product_type|title,https://www.milanicosmetics.com/products/silky-matte-bronzing-powder,24,https://cdn.shopify.com/s/files/1/1824/2901/files/1_SilkyMatteBronzer_01_PDP_PoductWithSwatch.png?v=1688678372|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_silkymattebronzer_4x5_THUMBNAIL.png?v=1688679627|https://cdn.shopify.com/s/files/1/1824/2901/files/3_SilkyMatteBronzingPowder_PDP_Stylized.png?v=1688679627|https://cdn.shopify.com/s/files/1/1824/2901/files/4_SilkyMatteBronzingPowder_PDP_BA_Light.png?v=1688679627|https://cdn.shopify.com/s/files/1/1824/2901/files/4_SilkyMatteBronzingPowder_PDP_BA_Medium_6c7f4c84-a670-47bc-bf9e-daafe9bcf968.png?v=1688679980|https://cdn.shopify.com/s/files/1/1824/2901/files/5_SilkyMatteBronzingPowder_PDP_Arm.png?v=1688679980|https://cdn.shopify.com/s/files/1/1824/2901/files/6_SilkyMatteBronzingPowder_PDP_Infographic.png?v=1688679980|https://cdn.shopify.com/s/files/1/1824/2901/files/7_SilkyMatteBronzer_01_PDP_OpenPoduct.png?v=1688679980,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
134,34,Milani,7241261908144,conceal-perfect-blur-out-powder,Conceal + Perfect Blur Out Powder,,pressed_powder,pressed_powder <- 'powder' in product_type|title,https://www.milanicosmetics.com/products/conceal-perfect-blur-out-powder,19,https://cdn.shopify.com/s/files/1/1824/2901/files/1_C_P_BlurOutPowder_BANANA_PDP_ClosedWithSwatch.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/2_BananaBlurOutPowder_PDP_Video_4X5_Thumbnail.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/3__C_P_BlurOutPowder_BANANA_PDP_Stylized.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/4_C_P_BlurOutPowder_BANANA_PDP_B_A.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/6_C_P_BlurOutPowder_BANANA_PDP_Infographic.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/7_C_P_BlurOutPowder_BANANA_PDP_OpenProduct.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/8_C_P_BlurOutPowder_BANANA_PDP_Packaging.png?v=1696351584|https://cdn.shopify.com/s/files/1/1824/2901/files/C_P_BlurOutPowder_BANANA_PDP_Closed.png?v=1696351584,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
135,35,Milani,71692255247,stellar-lights-holographic-face-palette,Stellar Lights Highlighter Palette - Rose Glow,,highlighter,highlighter <- 'highlight' in product_type|title,https://www.milanicosmetics.com/products/stellar-lights-holographic-face-palette,8,https://cdn.shopify.com/s/files/1/1824/2901/files/1_StellarLights_03_PDP_PoductWithSwatch.png?v=1688668712|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_stellarlightspalette_4x5_THUMBNAIL.jpg?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/3_StellarLightsHighlighterPalette_PDP_Stylized.png?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/5_StellarLightsHighlighterPalette_PDP_Arm.png?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/6_StellarLightsHighlighterPalette_PDP_Infographic.png?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/7_StellarLights_03_PDP_OpenPoduct.png?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/8_StellarLights_03_PDP_Packaging.png?v=1688668762|https://cdn.shopify.com/s/files/1/1824/2901/files/10_StellarLights_03_PDP_ClosedPoduct.png?v=1688668762,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
136,36,Milani,7219891273904,stay-put-liquid-lip,Stay Put Liquid Lip Longwear Lipstick,,liquid_lipstick,liquid_lipstick <- 'liquid lip' in product_type|title,https://www.milanicosmetics.com/products/stay-put-liquid-lip,74,https://cdn.shopify.com/s/files/1/1824/2901/products/1_StayPut_LongwearLip_01_PDP_ProductWithSwatch.png?v=1676056045|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_stayputliquidlip_4x5_THUMBNAIL.png?v=1688688902|https://cdn.shopify.com/s/files/1/1824/2901/files/3_StayPutLiquidLip_PDP_Stylized.png?v=1688692636|https://cdn.shopify.com/s/files/1/1824/2901/files/StayPut_LiquidLip_Quad_01_GlowUp.jpg?v=1688692636|https://cdn.shopify.com/s/files/1/1824/2901/files/6_StayPutLiquidLip_ArmSwatch_Infographic.png?v=1688693997|https://cdn.shopify.com/s/files/1/1824/2901/products/2_StayPut_LongwearLip_01_PDP_OpenProduct.png?v=1688694189|https://cdn.shopify.com/s/files/1/1824/2901/files/8_StayPut_LongwearLip_110_PDP_Packaging.png?v=1688694189|https://cdn.shopify.com/s/files/1/1824/2901/files/10_StayPut_LongwearLip_01_PDP_ClosedProduct.png?v=1688694189,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
137,37,Milani,7233552810160,highly-rated-mascara,Highly Rated Mascara,,mascara,mascara <- 'mascara' in product_type|title,https://www.milanicosmetics.com/products/highly-rated-mascara,7,https://cdn.shopify.com/s/files/1/1824/2901/files/1_HighlyRated_Mascara_111_PDP_ProductWithSwatch.png?v=1687913271|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_video_highyratedmascara_4x5_THUMBNAIL.png?v=1688683500|https://cdn.shopify.com/s/files/1/1824/2901/files/3_HighlyRatedMascara_PDP_Stylized.png?v=1688683500|https://cdn.shopify.com/s/files/1/1824/2901/files/6_HighlyRatedMascara_PDP_Infographic.png?v=1688683500|https://cdn.shopify.com/s/files/1/1824/2901/files/7_HighlyRated_Mascara_111_PDP_OpenProduct.png?v=1688683500|https://cdn.shopify.com/s/files/1/1824/2901/files/8_HighlyRated_Mascara_111_PDP_Packaging.png?v=1688683500|https://cdn.shopify.com/s/files/1/1824/2901/files/10_HighlyRated_Mascara_111_PDP_ClosedProduct.png?v=1688683500,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
138,38,Milani,7691328553136,cheek-kiss-blush-glow,Cheek Kiss Blush + Glow,,powder_blush,powder_blush <- 'blush' in product_type|title,https://www.milanicosmetics.com/products/cheek-kiss-blush-glow,44,https://cdn.shopify.com/s/files/1/1824/2901/files/1_CheekKiss_BlushGlow_110_PDP_PoductWithSwatch.png?v=1725654502|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_VIDEO_BLUSH_GLOW_4X5_THUMBNAIL.png?v=1725655248|https://cdn.shopify.com/s/files/1/1824/2901/files/4_CheekKissBlushGlow_PDP_BA-Quad.png?v=1725654996|https://cdn.shopify.com/s/files/1/1824/2901/files/4_CheekKissBlushGlow_PDP_BA-Quad_110-LUMINOSO.png?v=1725654484|https://cdn.shopify.com/s/files/1/1824/2901/files/5_CheekKissBlushGlow_PDP_Arm_1.png?v=1725915000|https://cdn.shopify.com/s/files/1/1824/2901/files/6_CheekKissBlushGlow_PDP_Infographic.png?v=1725654984|https://cdn.shopify.com/s/files/1/1824/2901/files/7_CheekKissBlushGlow_PDP_ModelStylized_110.png?v=1725654484|https://cdn.shopify.com/s/files/1/1824/2901/files/7_CheekKiss_BlushGlow_110_PDP_OpenPoduct.png?v=1725654502,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
139,39,Milani,11809814159,color-statement-lipliner,Color Statement Lipliner,,lip_liner,lip_liner <- 'lipliner' in product_type|title,https://www.milanicosmetics.com/products/color-statement-lipliner,48,https://cdn.shopify.com/s/files/1/1824/2901/files/1_ColorStatement_Lipliner_02_PDP_PoductWithSwatch.png?v=1688166670|https://cdn.shopify.com/s/files/1/1824/2901/files/2.1_PDP_Video_colorstatement-lipliner_4x5_THUMBNAIL.jpg?v=1688603218|https://cdn.shopify.com/s/files/1/1824/2901/files/3_ColorStatementLipliner_PDP_Stylized.png?v=1688603218|https://cdn.shopify.com/s/files/1/1824/2901/files/4_ColorStatementLipliner_PDP_Quad_02-TRUE-RED.png?v=1688603218|https://cdn.shopify.com/s/files/1/1824/2901/files/5_ColorStatementLipliner_PDP_PaperSwatch.png?v=1688603218|https://cdn.shopify.com/s/files/1/1824/2901/files/6_ColorStatementLipliner_PDP_Infographic.jpg?v=1721416048|https://cdn.shopify.com/s/files/1/1824/2901/files/7_ColorStatement_Lipliner_02_PDP_OpenPoduct.png?v=1721416102|https://cdn.shopify.com/s/files/1/1824/2901/files/8_ColorStatement_Lipliner_02_PDP_Packaging.png?v=1721416102,shopify_milani.json,2026-08-21T20:14:28.836431+00:00
