list_rank,brand_rank,brand,product_id,handle,title,product_type,category_guess,category_basis,storefront_url,image_count,image_urls,catalogue_file,catalogue_collected_at
228,28,Wet n Wild,10099338969362,brow-sessive-brow-pencil-taupe,Brow-Sessive Brow Pencil | Taupe,Eyebrow Enhancers,brow,brow <- 'eyebrow' in product_type|title,https://www.wetnwildbeauty.com/products/brow-sessive-brow-pencil-taupe,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-3_e7701286-6f6d-47be-aeba-5c5ce9851906.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111888_4_1.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111888_1.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-8.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-5_13576f7e-15e2-43ef-9b15-36b630d55d61.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-14_dae4ea56-5e17-4fa7-b578-ca8f8ff15963.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-13_da0ffcc1-0157-48d4-90ea-9854208b1232.jpg?v=1743783907|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-12_9764c4a6-c24a-4063-be81-00b23dfcdf59.jpg?v=1743783907,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
229,29,Wet n Wild,10099443728658,photo-focus-natural-finish-setting-mist,Photo Focus Natural Finish Setting Mist,Makeup Finishing Sprays,setting_spray,setting_spray <- 'finishing spray' in product_type|title,https://www.wetnwildbeauty.com/products/photo-focus-natural-finish-setting-mist,4,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116100_PhotoFocus_24-Hour_Setting_Mist_Front_A.jpg?v=1743791860|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116100_PhotoFocus_24-Hour_Setting_Mist_Open_A.jpg?v=1743791860|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116100_PhotoFocus_24-Hour_Setting_Mist_swatch.jpg?v=1743791860|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116100_PhotoFocus_24-Hour_Setting_Mist_Back_A.jpg?v=1743791860,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
230,30,Wet n Wild,10099434291474,bare-focus-niacinamide-skin-tint-deep-tan,Bare Focus Niacinamide Skin Tint | Deep Tan,Foundations & Concealers,concealer,concealer <- 'concealer' in product_type|title,https://www.wetnwildbeauty.com/products/bare-focus-niacinamide-skin-tint-deep-tan,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116326_bare_focus_niacinamide_skin_tint_deep_tan-front-with-swatch.png?v=1783629580|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116326_bare_focus_niacinamide_skin_tint_deep_tan-swatch.png?v=1783629578|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116326.jpg?v=1783632624|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/baredeep_9528b6b2-e665-4082-a3f0-279e965311e2.jpg?v=1759337908|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-5-Ingredients.jpg?v=1759337806|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/AMZ-PDP_BareFocus-Niacinamide-Skin-Tint_26_2.jpg?v=1783629600|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Image-6-Claims.jpg?v=1759337806,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
231,31,Wet n Wild,10099437109522,impossible-primer-stick,Impossible Primer Stick,Face Primers,primer,primer <- 'primer' in product_type|title,https://www.wetnwildbeauty.com/products/impossible-primer-stick,4,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116103_Impossible_Primer_Stick_Front_A.jpg?v=1743791509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116103_Impossible_Primer_Stick_Open_A.jpg?v=1743791509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116103_Impossible_Primer_Stick_swatch.jpg?v=1743791509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116103_Impossible_Primer_Stick_Back_A.jpg?v=1743791509,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
232,32,Wet n Wild,10281059516690,chameleon-chrome-eyeshadow-nebula-rush,Chameleon Chrome Eyeshadow | Nebula Rush,Eye Shadows,eyeshadow_single,eyeshadow_single <- 'eye shadow' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-eyeshadow-nebula-rush,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609-chameleon-chrome-eyeshadow-front-with-swatch.png?v=1768264927|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609-chameleon-chrome-eyeshadow-nebula-rush-swatch.png?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609_Nebula_Rush_02.jpg?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609_Nebula_Rush_03.jpg?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609_Nebula_Rush_04.jpg?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609_Nebula_Rush_05.jpg?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609_Nebula_Rush_06.jpg?v=1769561392|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340609-chameleon-chrome-eyeshadow-card-front.png?v=1769561392,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
233,33,Wet n Wild,10099500384530,mega-glitter-shimmer-liquid-lipstick-hear-me-out,Mega Glitter Shimmer Liquid Lipstick | Hear Me Out,Lipsticks,liquid_lipstick,liquid_lipstick <- 'liquid lip' in product_type|title,https://www.wetnwildbeauty.com/products/mega-glitter-shimmer-liquid-lipstick-hear-me-out,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11623001_GlitterLiquidLipstick_Openwithswatch.png?v=1770836678|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11623001_GlitterLiquidLipstick_swatch.png?v=1770836737|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-2-2.jpg?v=1770836737|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-3.jpg?v=1770836737|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-4-2_bee04b56-9288-4bbe-9d79-0b7ab4baaf6a.jpg?v=1770836737|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-5-2.jpg?v=1770836737|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/2000x2000-6-2.jpg?v=1770836737,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
234,34,Wet n Wild,10099258884370,color-icon-lipliner-plumberry,Color Icon Lipliner | Plumberry,Lip Liners,lip_liner,lip_liner <- 'lip liner' in product_type|title,https://www.wetnwildbeauty.com/products/color-icon-lipliner-plumberry,1,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/715_ColorIcon_Lipliner_Pencil_Plumberry.png?v=1763429602,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
235,35,Wet n Wild,10099442155794,soft-blur-matte-lipstick-little-red-rosette,Soft Blur Matte Lipstick | Little Red Rosette,Lipsticks,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.wetnwildbeauty.com/products/soft-blur-matte-lipstick-little-red-rosette,5,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116141_Soft_Blur_Matte_Lipstick_Openwithswatch.png?v=1743791788|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-6_c73e0f37-4cb7-49e2-94d0-c99248c4535e.jpg?v=1743791788|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-5_c768f125-a90e-4a72-baea-4fbceb6d324d.jpg?v=1743791788|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-3_d36912cf-e5dc-4590-a265-0f070c7d54ee.jpg?v=1743791788|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-4_9144e104-de61-43a8-86c4-d4d6c5f5a78a.jpg?v=1743791788,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
236,36,Wet n Wild,10099271237906,megaslickstm-lip-gloss-that-s-my-jam-megaslicks-lip-gloss,MegaSlicks™ Lip Gloss | That's My Jam,Lip Gloss,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.wetnwildbeauty.com/products/megaslickstm-lip-gloss-that-s-my-jam-megaslicks-lip-gloss,1,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/549b_hr.jpg?v=1743778084,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
237,37,Wet n Wild,10099273171218,megaglo-highlighting-powder-bloom-time,MegaGlo Highlighting Powder | Bloom Time,Highlighters & Luminizers,highlighter,highlighter <- 'highlight' in product_type|title,https://www.wetnwildbeauty.com/products/megaglo-highlighting-powder-bloom-time,4,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/335a.png?v=1743778276|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/335a_2.png?v=1743778277|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/335a_3.png?v=1743778276|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/335a_4.png?v=1743778276,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
238,38,Wet n Wild,10301860839698,mother-fluffer-cloud-blush-mauve-forever,Mother Fluffer Cloud Blush | Mauve Forever,Blushes & Bronzers,bronzer,bronzer <- 'bronzer' in product_type|title,https://www.wetnwildbeauty.com/products/mother-fluffer-cloud-blush-mauve-forever,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430839_mother-fluffer-pudding-blush_open_with_swatch.png?v=1782254021|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430839-mother-fluffer-pudding-blush-swatch_39516184-920f-414b-9be3-a475b48ca6ec.png?v=1768260612|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BLUSH_PDP_11450839_mauve_forever_1.jpg?v=1770314846|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BLUSH_PDP_11450839_mauve_forever_2.jpg?v=1770314846|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BLUSH_PDP_11450839_mauve_forever_3.jpg?v=1770314846|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BLUSH_PDP_11450839_mauve_forever_4.jpg?v=1770314846|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BLUSH_PDP_11450839_mauve_forever_5.jpg?v=1770314846|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430839_mother_fluffer_pudding_blush_box_front.jpg?v=1770314961,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
239,39,Wet n Wild,10281062007058,ultimate-brow-brow-pen-dark-brown,Ultimate Brow Brow Pen | Dark Brown,Eyebrow Enhancers,brow,brow <- 'eyebrow' in product_type|title,https://www.wetnwildbeauty.com/products/ultimate-brow-brow-pen-dark-brown,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_ultumate-brow-pen_open-with-swatch.png?v=1768266010|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_ultumate-brow-pen-swatch.png?v=1768266010|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_UltimateBrow_DarkBrown_2.jpg?v=1769561023|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_UltimateBrow_DarkBrown_3.jpg?v=1769561023|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_UltimateBrow_DarkBrown_4.jpg?v=1769561023|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_UltimateBrow_DarkBrown_5.jpg?v=1769561023|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_ultumate-brow-pen_box-front-sticker.png?v=1769561023|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340617_ultumate-browpen_boxback.png?v=1769561023,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
240,40,Wet n Wild,10183565213970,kelp-shake-dual-phase-setting-mist,KELP SHAKE DUAL PHASE SETTING MIST,Makeup Finishing Sprays,setting_spray,setting_spray <- 'finishing spray' in product_type|title,https://www.wetnwildbeauty.com/products/kelp-shake-dual-phase-setting-mist,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11460435_DualPhaseSettingMist_Front_with_swatch-copy.jpg?v=1752619959|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Kelp-Mist-1.jpg?v=1752619959|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Collection_fb9ebc1b-3a47-4ab3-9ba2-b3a6952aeb3e.jpg?v=1752619959|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Kelp-Mist-1.2.jpg?v=1752619959|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11460435-Kelp-Shake-Dual-Phase-Setting-Mist-swatch-copy.jpg?v=1752619959|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11460435_DualPhaseSettingMist_Open-copy.jpg?v=1752619960|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11460435_DualPhaseSettingMist_Back-copy.jpg?v=1752619959,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
241,41,Wet n Wild,10099439567122,photo-focus-care-color-corrector-white,Photo Focus Care Color Corrector | White,Foundations & Concealers,concealer,concealer <- 'concealer' in product_type|title,https://www.wetnwildbeauty.com/products/photo-focus-care-color-corrector-white,6,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_Closed_A.jpg?v=1743791634|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_Open_A.jpg?v=1743791634|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_swatch.jpg?v=1743791634|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_Front.jpg?v=1743791634|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_Angel_A.jpg?v=1743791634|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116104_Color_Corrector_Back.jpg?v=1743791634,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
242,42,Wet n Wild,10300632203538,chameleon-chrome-eyeshadow-foil-nova-beat,Chameleon Chrome Eyeshadow Foil | Nova Beat,Eye Shadows,eyeshadow_single,eyeshadow_single <- 'eye shadow' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-eyeshadow-foil-nova-beat,8,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_chameleonchromeeyeshdowfoil_front-with-swatch.png?v=1770237763|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_chameleon-chrome-eyeshadow-foil-_nova-beat_swatch.png?v=1770237762|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_NovaBeat_2_cdca818f-82d2-45e9-bc8a-30cd9395f5fe.jpg?v=1770237644|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_NovaBeat_3.jpg?v=1770237644|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_NovaBeat_4.jpg?v=1770237643|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_NovaBeat_5.jpg?v=1770237643|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_chameleonchromeeyeshdowfoil_boxfront.png?v=1770237761|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11340849_chameleonchromeeyeshdowfoil_boxback.png?v=1770237760,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
243,43,Wet n Wild,10099274907922,megalast-liquid-catsuit-matte-lipstick-give-me-mocha,MegaLast Liquid Catsuit Matte Lipstick | Give Me Mocha,Lipsticks,liquid_lipstick,liquid_lipstick <- 'liquid catsuit' in product_type|title,https://www.wetnwildbeauty.com/products/megalast-liquid-catsuit-matte-lipstick-give-me-mocha,3,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/givememocha1.png?v=1743778425|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/givememocha2.png?v=1743778425|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/catarm_1_5.png?v=1743778425,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
244,44,Wet n Wild,10301816865042,perfect-pout-lip-liner-stain-pretty-in-nude,Perfect Pout Lip Liner Stain | Pretty in Nude,Lip Liners,lip_liner,lip_liner <- 'lip liner' in product_type|title,https://www.wetnwildbeauty.com/products/perfect-pout-lip-liner-stain-pretty-in-nude,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_pefectpout_liplinerstain_open-with-swatch.png?v=1770313227|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_pefect-pout-lip-liner-stain_pretty-in-nude_swatch.png?v=1770313227|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_PrettyinNude_2.jpg?v=1770313541|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_PrettyinNude_3_a5a13c7e-c2ab-4bb4-9025-477ccef9736f.jpg?v=1770331614|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_PrettyinNude_4.jpg?v=1770331614|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_PrettyinNude_5.jpg?v=1770331563|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_PrettyinNude_6.jpg?v=1770331563|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11650855_pefectpout_liplinerstain_boxfront.png?v=1770331563,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
245,45,Wet n Wild,10099441205522,soft-blur-matte-lipstick-apricot-smoothie,Soft Blur Matte Lipstick | Apricot Smoothie,Lipsticks,lipstick,lipstick <- 'lipstick' in product_type|title,https://www.wetnwildbeauty.com/products/soft-blur-matte-lipstick-apricot-smoothie,5,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1116136_Soft_Blur_Matte_Lipstick_Openwithswatch.png?v=1743791745|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-7_c3c2b219-b41d-429c-87ba-52208f8f217c.jpg?v=1743791744|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-5_6112e2b2-ad99-40ad-9a63-9f470e65dec2.jpg?v=1743791744|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-3_cf507d8f-29a3-4c6f-b825-74085eb631b4.jpg?v=1743791744|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Artboard-4_a19bd5fd-ae3b-4c2e-8dfd-f5208821505d.jpg?v=1743791744,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
246,46,Wet n Wild,10099489571090,chameleon-chrome-lip-foil-celestial-dance,Chameleon Chrome Lip Foil | Celestial Dance,Lip Gloss,lip_gloss,lip_gloss <- 'lip gloss' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-lip-foil-celestial-dance,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11623006_ChameleonChromeLipFoil_Openwithswatch.png?v=1758307068|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11623006_ChameleonChromeLipFoil_swatch.png?v=1770244509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/PDP-1-5.jpg?v=1770244509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/PDP-2.2-1.jpg?v=1770244509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/PDP-3-4.jpg?v=1770244509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/PDP-4.2-1.jpg?v=1770244509|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/PDP-5-5.jpg?v=1770244509,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
247,47,Wet n Wild,10281056731410,chameleon-chrome-highlighter-aurora-glaze,Chameleon Chrome Highlighter | Aurora Glaze,Highlighters,highlighter,highlighter <- 'highlight' in product_type|title,https://www.wetnwildbeauty.com/products/chameleon-chrome-highlighter-aurora-glaze,7,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_chameleon-chrome-highlighter_front-with-swatch.png?v=1768261029|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591-chameleon-chrome-highlighter-aurora-glaze.png?v=1768261029|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_Aurora_Glaze_02.jpg?v=1768946028|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_Aurora_Glaze_03.jpg?v=1768946028|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_Aurora_Glaze_04.jpg?v=1768946027|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_Aurora_Glaze_05.jpg?v=1768946027|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430591_Aurora_Glaze_06.jpg?v=1768946028,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
248,48,Wet n Wild,10300626501906,mother-fluffer-cloud-bronzer-cocoa-crush,Mother Fluffer Cloud Bronzer | Cocoa Crush,Blushes & Bronzers,bronzer,bronzer <- 'bronzer' in product_type|title,https://www.wetnwildbeauty.com/products/mother-fluffer-cloud-bronzer-cocoa-crush,9,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430842_mother-fluffer-pudding-bronzer_open_with_swatch.png?v=1782254016|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430842-mother-fluffer-pudding-bronzer-swatch.png?v=1768254831|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430842_Cocoa_Crush_1_WAL_EXCL.jpg?v=1769128777|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430842_Cocoa_Crush_2_WAL_EXCL.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430842_Cocoa_Crush_3_WAL_EXCL.jpg?v=1769128777|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430842_Cocoa_Crush_4_WAL_EXCL.jpg?v=1769128777|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/MF_CLOUD_BRONZER_PDP_11430842_Cocoa_Crush_5_WAL_EXCL.jpg?v=1769128776|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/11430842_mother-fluffer-pudding-bronzer_box-front.png?v=1768254829,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
249,49,Wet n Wild,10099338838290,brow-sessive-brow-pencil-dark-brown,Brow-Sessive Brow Pencil | Dark Brown,Eyebrow Enhancers,brow,brow <- 'eyebrow' in product_type|title,https://www.wetnwildbeauty.com/products/brow-sessive-brow-pencil-dark-brown,10,https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-1_fae6783b-ca3e-47b7-9149-891845a00696.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111887_4.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/1111887.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-6.jpg?v=1743783888|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-11_ef1a097a-4666-427b-8085-fac78a35a8f2.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-12_f9c8ab34-899c-4a39-92b2-6f60e8d2af0b.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-14_45b6803c-139c-4c30-ba5e-1462a66f60f5.jpg?v=1743783887|https://cdn.shopify.com/s/files/1/0925/9221/0194/files/Brow_Sessive_Brow_Pencil-5_ed660aef-bb9e-4a93-b262-01892bdb7456.jpg?v=1743783887,shopify_wet_n_wild.json,2026-08-21T20:14:34.966731+00:00
